,title_review_comments,verified_purchase
2359,"Seems to work well regarding softness, but not much scent. LIKES - Lots of softness. The washed clothing seems remarkably pleasant to touch and feel. - The specified quantity per wash is smaller than some other conditioners, meaning that a smaller bottle gives plenty of washes. LESS LIKED - Seems to have a rather 'light' scent, when used at the advised quantities, so if you like the scent of fabric conditioners you will get less of it. CONCLUSION A decent product, which seems to work well - recommended.",1
2360,"Shampoo Is that clean, or is that CLEAN. Nice.",0
2361,Excellent love this one,0
2362,"These bottles are small I purchased these on offer however, I was kind of shocked to see just how small they are. I know its a concentrate but is it really any more of a concentrate than the big 5litre concentrates which if you consider full price then the big tubs are so much cheaper imo",0
2363,Good purchase & delivery. Good purchase & delivery.,0
2364,"Excellent value Great price, excellent value. Wish they did the other smells at the same price!",0
2365,Findigs Found that after using two bottles found that shin was becoming quite dry. Stopped using.,0
2366,Perfect for eczema and sensitive skin We use Persin non-bio washing liquid all the time. It is by far the best washing liquid for sensitive skin. I suffer from eczema and have tried all sorts of sensitive skin washing liquids / powder but Persil is without a doubt the best. Comfort adds a little bit of softens to the whole mix and makes the clothes softer thus easier to wear / removing the little bit of stiffness that can irritate very sensitive skin.,1
2367,Easy to use I have bought this product before and liked it so have bought some more.,1
2368,"My all time favourite This is THE best night cream I have ever used. I have sensitive dry skin (slightly oily t zone) and this leaves my skin so moisturised and soft. It's very rich so a little goes alobg way, especially on hot summer nights. There's no fragrance and the ingredients are fab for anyone, not just mature skin",1
2369, I love this product; Ive been using it for a long time and recommend it to everyone :),1
2370," I love this product it is part of my esential for the body, the face, the hands, it is very moisturizing and it makes the skin so soft i use it all the time, after the shower, or as I feel that my skin tense a little",1
2371,"Best Scrub I love this scrub, as you actually feel as though you have had a scrub. The beads are actual beads and not like some of the scrubs where you wonder if there are any beads in there? Smell is OK, but in terms of getting rid of dead skin in preparation for your products to sink in and get the full benefit, fantastic. I have been using this scrub for years now and I don't know of any other that comes close. Price is fab. I only have to use this scrub once a week, as it is so good, don't need to do it more than once. I have sensitive skin and have never had a problem. As long as its on the shelf, I'll keep buying it. Best scrub!!",1
2372,Fantastic product. Really works. I have been using this deodourant for 2 months I am no longer sweating. For 5 or 6 years my swearing has been out of control. Some days I would sweat through several layers and have found myself in some arkward situations. My confidence is back and I feel confident to wear tighter and more fitted clothes. Please try this product but you must give it a few days to kick in. It will make a massive difference to your life.,1
2373," I like it a lot, it's kind to my skin, I use it to moisturize my lips and make up my eyes and it works very well.",1
2374,"Radox Just love radox have to have them , crazy as it is iv got one of each of them just can2019t find yellow one .",1
2375,Gorgeous Really clean and fresh smelling fragrance that absolutely lasted all day long x kept me wonderful fresh and dry x I love dove and and all their products x especially the body wash and deodorants x,1
2376,"Brilliant product Brought this years ago and loved it then when I went to get it again couldn't find it so I'm so happy I did find it again as its perfect, works so well and you get a lovely soft feel after drying your hair rather than dry and brittle. Love it and would recommend to anyone and will be buying more now I've found it again.",1
2377, Vaseline is one of those products that has so many uses. The original scent is not a non-existent smell but its also not overpowering scent like some unscented products. I have found myself using Vaseline much more often after I became a mom. Its such a gentle products that I feel comfortable using on my kids gentle skin.,1
